alcohol,amount,attributes,company,description,dilivery,image_src,price,stock,title,url
41 % vol,"0,5 Liter",{'Sorte:': 'Destillat (Spirit)'},Mosgaard Whisky A/S Tanghavevej 43 5883 Oure/DK,"Die Brennerei Mosgaard liegt auf der dänischen Insel Fünen in 'Fredelighed', was im Dänischen für Friedlichkeit steht. Weizen und Gerste werden eigens ökologisch angebaut und auch der Whisky wird direkt auf dem Bauernhof gebrannt und gelagert. Der Port Young Malt reifte in Fässern, die speziell aus Dauben von Tawny-Portwein-Fässern gefertigt wurden.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MOSGA0PO0_1.jpg,"52,90",sofort lieferbar,Mosgaard Port Young Malt,https://www.whisky.de/shop/International/Mosgaard-Port-Young-Malt-Daenemark.html?&searchorigin=2
48 % vol,"0,5 Liter",{'Sorte:': 'Destillat (Spirit)'},Mosgaard Whisky A/S Tanghavevej 43 5883 Oure/DK,"Die Brennerei Mosgaard liegt auf der dänischen Insel Fünen in 'Fredelighed', was im Dänischen für Friedlichkeit steht. Weizen und Gerste werden eigens ökologisch angebaut und auch der Whisky wird direkt auf dem Bauernhof gebrannt und gelagert. Dieser Single Malt erhielt eine Nachreifung in ehemaligen PX Sherryfässern. Der Peated Young Malt hat einen Rauchgehalt von etwa 25 ppm, der sich während der Reifung mit der Süße aus den Bourbonfässern verbindet.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MOSGA0PE0_1.jpg,"54,90",sofort lieferbar,Mosgaard Peated Young Malt,https://www.whisky.de/shop/International/Mosgaard-Peated-Young-Malt-Daenemark.html?&searchorigin=2
50 % vol,"0,5 Liter",{'Sorte:': 'Rye'},Stauning Whisky Stauningvej 38 6900 Skjern/DK,"Bei Stauning finden vom Mälzen bis zur Flaschenabfüllung alle Schritte auf dem Gelände der Brennerei in Skjern, direkt an der dänischen Westküste statt. Für den Stauning Rye werden eigens Roggen und Gerste gemälzt. Nach der Destillation in direkt befeuerten Brennblasen reift der Whisky für mindestens drei Jahre in stark getoasteten amerikanischen Weißeichenfässern. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_STAUN0RY2_1.jpg,"64,90",sofort lieferbar,Stauning Rye 2016/2019,https://www.whisky.de/shop/International/Stauning-Rye-2016-2019.html?&searchorigin=2
"47,1 % vol","0,5 Liter",{'Sorte:': 'Weizen Whisky'},Stauning Whisky Stauningvej 38 6900 Skjern/DK,"Stauning Kaos ist ein Blend aus den vier Kernprodukten der dänischen Brennerei: 'Stauning Traditional', 'Stauning Heather', 'Stauning Peat' und 'Stauning Rye'. Verwendet wurden die Jahrgänge 2015 und 2016, die für mindestens drei Jahre in erstbefüllten Bourbonfässern der amerikanischen Brennerei 'Maker's Mark' sowie stark ausgebrannten frischen Fässern aus amerikanischer Weißeiche reiften. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_STAUN0KAO_1.jpg,"79,90",sofort lieferbar,Stauning Kaos /2018,https://www.whisky.de/shop/International/Stauning-Kaos-2019.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Gebr. J. & M. Ziegler GmbH Hauptstr. 26 97896 Freudenberg/DE,"Der Gitarrist der Heavy Metal Band Grave Digger hatte die Idee, einen Band-eigenen Whisky zu kreieren. Der entstandene Single Malt ist genauso ausgefallen wie die Musik von Grave Digger selbst. Dabei wurde für den Whisky ein ganzes Potpourri an Fassarten verwendet. Zuerst reifte der Aureum Whisky ein Jahr in neuen Allier-Eichenfässern oder frischen Kastanienfässern. Anschließend folgte eine 5-jährige Lagerung in Ex-Bourbonfässern. Dazu kam Malt, der gänzlich in Sherryfässern von Gonzáles Byass reifte und ein kleiner Teil rauchigen Malts aus Ex-Bourbonfässern.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_AUREU0GD0_1.jpg,"47,90",sofort lieferbar,Aureum Grave Digger 6 Jahre,https://www.whisky.de/shop/International/Aureum-Grave-Digger-6-Jahre.html?&searchorigin=2
47 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Gebr. J. & M. Ziegler GmbH Hauptstr. 26 97896 Freudenberg/DE,"Der Gitarrist Axel Ritt der Heavy Metal Band Grave Digger hatte die Idee, die Auswirkung von Whisky auf das Schwingungsverhalten von Klanghölzern zu erforschen. Gemeinsam mit der Brennerei Ziegler wurden verschiedenste Gitarren-Rohlinge in Eichenfässer eingelassen und mit Whisky gefüllt. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_AUREU0BA0_1.jpg,"86,90",sofort lieferbar,Aureum Bassplayer 6 Jahre,https://www.whisky.de/shop/International/Aureum-Bassplayer-6-Jahre.html?&searchorigin=2
43 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Hinricus Noyte's Spirituosen GmbH Wismar Kleine Hohe Str. 15 23966 Wismar/DE,"Das Destillat von Baltach ähnelt dem Wismarer Starkbier Mumme, ist aber ohne Hopfen gebrannt. Neben dem üblichen Gerstenmalz wird für den Single Malt auch Röstmalz und Caramelmalz verwendet. Zuerst reifte der Single Malt von der Wismar Brennerei in einem Bourbonfass. Anschließend erfolgte ein mehrmonatiges Finish in einem First Fill Sherryfass.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BALTA0PX0_1.jpg,"56,90",sofort lieferbar,Baltach PX Finish /2018,https://www.whisky.de/shop/International/Baltach-PX-Finish-2018.html?&searchorigin=2
46 % vol,"0,5 Liter",{'Sorte:': 'Single Malt Whisky'},Hinricus Noyte's Spirituosen GmbH Wismar Kleine Hohe Str. 15 23966 Wismar/DE,"Der Wismarian Peated Single Malt ist der erste rauchige Malt der Wismarer Brennerei Baltach. Für die Abfüllung wurde original schottisches Torfrauchmalz verwendet. Zuerst reifte der Single Malt in einem Bourbonfass, anschließend erfolgte ein mehrmonatiges Finish in einem PX Sherryfass.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BALTA0PXP_1.jpg,"48,90",sofort lieferbar,Baltach PX Finish Peated /2018,https://www.whisky.de/shop/International/Baltach-PX-Finish-Peated-2018.html?&searchorigin=2
46 % vol,"0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Isle of Arran Distillers Ltd. Lochranza Isle of Arran KA27 8HJ/GB,"Der 10-jährige Arran ist die Standardabfüllung der Brennerei, 2006 wurde er zum ersten Mal abgefüllt. Inzwischen wird er nicht mehr aus den Fässern des ersten Jahres abgefüllt. Diese werden für ältere Abfüllung zurückgelegt.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIARR10_1.jpg,"5,90",sofort lieferbar,Miniatur Arran 10 Jahre,https://www.whisky.de/shop/Miniaturen/Miniatur-Arran-10-Jahre--.html?&searchorigin=2
46 % vol,"0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Ardbeg Distillery Ltd. Port Ellen Islay Argyll PA42 7EA/GB,"Sie bevorzugen rauchigen, intensiven Whisky? Dann sollten Sie sich eine Flasche dieses Ardbeg TEN gönnen. Er schmeckt voll und intensiv. Darüber schwebt eine aromatische Rauchnote.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIARD10_1.jpg,"6,90",sofort lieferbar,Miniatur Ardbeg TEN 10 Jahre,https://www.whisky.de/shop/Miniaturen/Miniatur-Ardbeg-TEN-10-Jahre.html?&searchorigin=2
46 % vol,"0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Ardmore Distillery Co. Ltd. Huntly Aberdeenshire AB 54 4NH/GB,"Dieser Ardmore wurde zur finalen Reifung in kleinere Quarter Casks gefüllt. Die vorhandenen Aromen wurden dadurch nochmals intensiviert. Ein komplexer, für die Highlands ungewöhnlich rauchiger Single Malt Whisky. Diese Flasche gewann im Jahr 2010 den Titel 'Whisky des Jahres' beim Internationalen Spirituosenwettbewerb.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIARDMT_1.jpg,"6,90",sofort lieferbar,Miniatur Ardmore Traditional Cask,https://www.whisky.de/shop/Miniaturen/Miniatur-Ardmore-Traditional-Cask--.html?&searchorigin=2
40 % vol,"0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Auchentoshan Distillery Clydebank Glasgow G81 4SJ/GB,Der 12-Jährige Auchentoshan lagerte sowohl in Ex-Bourbon- als auch in gebrauchten Sherryfässern. Er gehört zu den meistverkauften Single Malts aus den schottischen Lowlands.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIAUC12_1.jpg,"6,90",sofort lieferbar,Miniatur Auchentoshan 12 Jahre,https://www.whisky.de/shop/Miniaturen/Miniatur-Auchentoshan-12-Jahre--.html?&searchorigin=2
"57,1 % vol","0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Ardbeg Distillery Ltd. Port Ellen Islay Argyll PA42 7EA/GB,"Dieser Whisky der Brennerei Ardbeg, der Corryvreckan, wurde nach Europas größtem Meeresstrudel benannt. Er befindet sich nahe den Hebriden-Inseln Islay und Jura an der Westküste Schottlands. Nicht kühlgefiltert und mit 57,1% vol ist der Corryvreckan der Inbegriff des ungezähmten Charakters Islays.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIARDCO_1.jpg,"7,90",sofort lieferbar,Miniatur Ardbeg Corryvreckan,https://www.whisky.de/shop/Miniaturen/Miniatur-Ardbeg-Corryvreckan.html?&searchorigin=2
46 % vol,"0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Isle of Arran Distillers Ltd. Lochranza Isle of Arran KA27 8HJ/GB,Der 14-jährige Arran ist einer der beliebtesten und gehört zur Standard-Range der Brennerei. Er wurde wie alle Abfüllungen nicht kühlgefiltert und nicht gefärbt. Erst 1995 wurde die Brennerei Isle of Arran von der Queen eröffnet.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIARR14_1.jpg,"7,90",sofort lieferbar,Miniatur Arran 14 Jahre,https://www.whisky.de/shop/Miniaturen/Miniatur-Arran-14-Jahre--.html?&searchorigin=2
"54,2 % vol","0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Ardbeg Distillery Ltd. Port Ellen Islay Argyll PA42 7EA/GB,Uigeadail war der erste hochprozentige Ardbeg nach Wiedereröffnung der Brennerei. Er wird aus 90% Ex-Bourbon- und 10% Sherryfässern kreiert.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIARD0U_1.jpg,"7,90",sofort lieferbar,Miniatur Ardbeg Uigeadail,https://www.whisky.de/shop/Miniaturen/Miniatur-Ardbeg-Uigedail.html?&searchorigin=2
"52,9 % vol","0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Isle of Arran Distillers Ltd. Lochranza Isle of Arran KA27 8HJ/GB,"Arran ist eine relativ junge Brennerei und die bisher einzige auf der gleichnamigen, schottischen Insel. Die 12-jährige Cask Strength-Abfüllung wird in wechselnden Batches abgefüllt.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIARR122_1.jpg,"7,90",sofort lieferbar,Miniatur Arran Cask Strength 12 Jahre,https://www.whisky.de/shop/Miniaturen/Miniatur-Arran-Cask-Strength-12-Jahre.html?&searchorigin=2
43 % vol,"0,05 Liter",{'Sorte:': 'Single Malt Whisky'},Auchentoshan Distillery Clydebank Glasgow G81 4SJ/GB,Das ist der kräftige Three Wood von Auchentoshan. Nach etwa 10 Jahren Reifung in Ex-Bourbonfässern erfolgt eine Nachreifung für 2 Jahre im Oloroso Sherryfass bevor es für 6 weitere Monate zur Schlussreifung in ein süßes Pedro Ximenez Sherryfass geht.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_MINIAUCTW_1.jpg,"8,90",sofort lieferbar,Miniatur Auchentoshan Three Wood,https://www.whisky.de/shop/Miniaturen/Miniatur-Auchentoshan-Three-Wood--.html?&searchorigin=2
17 % vol,"0,7 Liter",{'Sorte:': 'Likör'},Isle of Arran Distillers Ltd. Lochranza Isle of Arran KA27 8HJ/GB,Schottischer Whisky-Likör mit frischer Dairy Cream. Köstlich süße Sahne mit einem zarten Schokoladen-Geschmack.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ARRANLIKO_1.jpg,"16,90",sofort lieferbar,Arran Gold Sahnelikör,https://www.whisky.de/shop/Likoere/Arran-Gold-Sahnelikoer--.html?&searchorigin=2
35 % vol,"0,5 Liter",{'Sorte:': 'Likör'},Gordon & MacPhail Boroughbriggs Road Elgin IV30 1JY/GB,"Nach einer Legende wurde das Rezept für den Atholl Brose bereits im 15. Jahrhundert angewendet. Damals wurde der geschmackvolle Likör von einem Adligen benutzt, um einen Rebellen einzufangen. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_ATHOLBROS_1.jpg,"24,90",sofort lieferbar,Atholl Brose,https://www.whisky.de/shop/Likoere/Atholl-Brose--.html?&searchorigin=2
13 % vol,"0,7 Liter",{'Sorte:': 'Likör'},R&A Bailey & Co. Nangor Road Dublin 12/IE,"Der Bailey's Almande ist der erste laktosefreie Cremelikör. Anstelle von irischer Sahne wird hier Mandelmilch verwendet, die aus Mandelöl, Mandelessenz, Rohrzucker, reinem Quellwasser und echter Vanille hergestellt wird.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BAILE0ALM_1.jpg,"18,90",geringer Vorrat,Baileys Almande,https://www.whisky.de/shop/Likoere/Baileys-Almande.html?&searchorigin=2
"15,7 % vol","0,5 Liter",{'Sorte:': 'Likör'},R&A Bailey & Co. Nangor Road Dublin 12/IE,"Die Entwicklung von Chocolat Luxe hat mehr als drei Jahre gedauert. Mehr als 200 Schokoladensorten verkostete Anthony Wilson, bevor er die perfekte Komponente für Baileys Original fand. Belgische Schokolade, Irish Cream und Whiskey ergeben einen üppigen Likör mit starken Schokoladenaromen.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BAILE0CHL_1.jpg,"14,90",sofort lieferbar,Baileys Chocolat Luxe,https://www.whisky.de/shop/Likoere/Baileys-Chocolat-Luxe.html?&searchorigin=2
22 % vol,"0,7 Liter",{'Sorte:': 'Likör'},Scottish Liqueur Centre Ltd. Hilton Perth PH1 4EB/GB,"Bruadar (Gälisch: Traum) ist die schottische Version des alten Englischen Favoriten Sloe Gin, also mit Schlehen aromatisierter Gin. Statt Gin wird hier natürlich das schottische Nationalgetränk Uisge Beatha - besser bekannt als Whisky - verwendet.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BRUAD0007_1.jpg,"21,90",sofort lieferbar,Bruadar,https://www.whisky.de/shop/Likoere/Bruadar--.html?&searchorigin=2
35 % vol,"0,7 Liter",{'Sorte:': 'Likör'},Old Bushmills Distillery Co. Ltd. 2 Distillery Road Bushmills Antrim BT57 8XH/GB,Der Bushmills Irish Honey wurde aus Bushmills Spirit und irischem Honig hergestellt.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BUSHM0HO1_1.jpg,"17,90",sofort lieferbar,Bushmills Irish Honey,https://www.whisky.de/shop/Likoere/Bushmills-Irish-Honey.html?&searchorigin=2
16 % vol,"0,7 Liter",{'Sorte:': 'Likör'},Coole Swan Otter Island Tatestown Navan Meath/IE,"Dieser moderne Likör basiert auf irischem Single Malt Whiskey und edler belgischer, weißer Schokolade. Mit frischer Sahne, aromatischem Kakao und duftender Vanille. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_COOLESWAN_1.jpg,"19,90",sofort lieferbar,Coole Swan Likör,https://www.whisky.de/shop/Likoere/Coole-Swan-Likoer--.html?&searchorigin=2
16 % vol,"0,7 Liter",{'Sorte:': 'Likör'},Coole Swan Otter Island Tatestown Navan Meath/IE,"Dieser moderne Likör basiert auf irischem Single Malt Whiskey und edler belgischer, weißer Schokolade. Mit frischer Sahne, aromatischem Kakao und duftender Vanille. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_COOLESWA1_1.jpg,"20,90",sofort lieferbar,Coole Swan Likör,https://www.whisky.de/shop/Likoere/Coole-Swan-Likoer.html?&searchorigin=2
40 % vol,1 Liter,{'Sorte:': 'Likör'},The Drambuie Liquer Co. Ltd. Strathclyde Business Park Bellshill Lanarkshire ML4 3AN/GB,"Drambuie ist mehr als ein Malt-Whisky und mehr als ein Liqueur. Denn Drambuie wird nach einem alten, königlichen Rezept, auf der Basis edler, bis zu 17 Jahre alter Malt Whiskys, schottischem Heidehonig und geheimnisvollen Kräutern komponiert. Mit dem hohen Alkoholgehalt von 40% vol eignet er sich gut zum Mixen.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_DRAMB001L_1.jpg,"25,90",sofort lieferbar,Drambuie,https://www.whisky.de/shop/Likoere/Drambuie--.html?&searchorigin=2
46 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Glen Moray Distillery Ltd. Bruceland Road Elgin Morayshire IV30 1YE/GB, ,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_CLUB1_1.jpg,"60,00","sofort lieferbar, nur eine Flasche pro Kunde",Mitgliedschaft Whisky.de Club - Clubflasche Glen Moray 15 Jahre,https://www.whisky.de/shop/The-Whisky-Club/Club-Mitgliedschaft/Mitgliedschaft-Whisky-de-Club-Clubflasche-Glen-Moray-15-Jahre.html?&searchorigin=2
"63,9 % vol","0,7 Liter","{'Sorte:': 'Single Malt Whisky', 'Abfüller:': 'Signatory'}",Signatory Vintage Scotch Whisky Co. Ltd. Pitlochry PH16 5JP/GB,Dieser 8-jährige Ben Nevis wurde exklusiv für Whisky.de abgefüllt. Der Malt aus der Unchillfiltered Collection reifte in einem Bourbonfass. Statt mit den üblichen 46% vol wurde er in Fassstärke abgefüllt!,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BNEVI11SI_1.jpg,"54,90",sofort lieferbar,Ben Nevis Cask Strength 'Whisky.de exklusiv' 8J-2011/2019,https://www.whisky.de/shop/Aktuell/Neue-Artikel/Ben-Nevis-Cask-Strength-Whisky-de-exklusiv-8J-2011-2019.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Glenlivet Distillery Ballindalloch Banffshire AB37 9DB/GB,"Der Brennereigründer George Smith setzte mit seinem Whisky geschmackliche Maßstäbe. Viele Whiskybrenner versuchten in der Vergangenheit den Single Malt zu imitieren, seit 1884 ist der Name 'The Glenlivet' geschützt. Inzwischen gehört der Speyside Whisky weltweit zu den Top 5 der Single Malts.",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GLIVE12GL_1.jpg,"36,90",sofort lieferbar,Glenlivet mit 2 Gläsern 12 Jahre,https://www.whisky.de/shop/Aktuell/Neue-Artikel/Glenlivet-mit-2-Glaesern-12-Jahre.html?&searchorigin=2
40 % vol,"0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Glenfiddich Distillery Dufftown Banffshire AB55 4DH/GB,"Der 12-jährige Glenfiddich ist der meistverkaufte Malt Whisky der Welt und ein wichtiger  Eckpfeiler im Sortiment der Brennerei. Er reifte in ausgewählten Oloroso Sherry- und Bourbonfässern und überzeugt mit einem weichen und leicht fruchtigen Charakter. 2019 folgte eine Neuaufstellung der Core-Range von Glenfiddich: Die V-Gravierung auf der Flasche steht bildhaft für das 'Valley of the Deer' (Tal der Hirsche), dem Herkunftsort der Brennerei in der Speyside. ",inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_GFIDD1200_1.jpg,"25,99",sofort lieferbar,Glenfiddich Our Original Twelve 12 Jahre,https://www.whisky.de/shop/Aktuell/Neue-Artikel/Glenfiddich-Our-Original-Twelve-12-Jahre.html?&searchorigin=2
"57,1 % vol","0,7 Liter",{'Sorte:': 'Single Malt Whisky'},Edradour Distillery Co. Ltd. Pitlochry Perthshire PH16 5JP/GB,Die aufwändige Karaffe lässt diesen Edradour wunderbar zur Geltung kommen. Sie ist das Schmuckstück einer Sammlung oder das Exklusiv-Geschenk für einen Kenner. Gleichzeitig überzeugt der Whisky auch geschmacklich.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_EDRADDES2_1.jpg,"99,90",sofort lieferbar,Edradour Decanter Sherryfass 12J-2006/2019,https://www.whisky.de/shop/Aktuell/Neue-Artikel/Edradour-Decanter-Sherryfass-12J-2006-2019--.html?&searchorigin=2
46 % vol,"0,7 Liter","{'Sorte:': 'Single Malt Whisky', 'Abfüller:': 'Douglas Laing'}",Douglas Laing & Co. Ltd. Douglas House 18 Lynedoch Crescent Glasgow G3 6EQ/GB,Dieser Bunnahabhain wurde vom unabhängigen Abfüller Douglas Laing in der Provenance Serie auf den Markt gebracht. Die Whiskys dieser Serie werden in kleinen Batches oder wie bei dieser Abfüllung als Einzelfass abgefüllt. Das Etikett enthält eine kurze Geschmacksbeschreibung. Alle Whiskys sind nicht gefärbt und nicht kühlgefiltert und deshalb auch mit starken 46% vol abgefüllt.,inkl. 19% MwSt. exkl.,https://www.whisky.de/shop/out/pictures/generated/product/1/200_247_75/image_BUNNA11PR_1.jpg,"62,90",sofort lieferbar,Bunnahabhain Provenance 11J-2008/2019,https://www.whisky.de/shop/Aktuell/Neue-Artikel/Bunnahabhain-Provenance-11J-2008-2019.html?&searchorigin=2
